key,job_role,job_title,company_name,skills,job_type,location,experience
1,data architect,senior data architect i,novo nordisk,"problem solving,leadership,ai solutions",full time,bengaluru,9
2,data architect,gcp data architect,tata consultancy services ltd.,,full time,pune,0
3,data architect,,,,,,-1
4,data architect,,,,,,-1
5,data architect,,,,,,-1
6,data architect,,,,,,-1
7,data architect,,,,,,-1
8,data architect,,,,,,-1
9,data architect,,,,,,-1
10,data architect,,,,,,-1
11,data architect,,,,,,-1
12,data architect,,,,,,-1
13,data architect,,,,,,-1
14,data architect,,,,,,-1
15,data architect,,,,,,-1
16,data scientist,machine learning engineer,infosys limited,"azure ml devops,feature engineering,gitlab ci/cd",full time,bengaluru,5
17,data scientist,sr. software machine learning engineer,paypal,"java,aws,pytorch,python,tensorflow",full time,,2
18,data scientist,,,,,,-1
19,data scientist,,,,,,-1
20,data scientist,,,,,,-1
21,data scientist,,,,,,-1
22,data scientist,,,,,,-1
23,data scientist,,,,,,-1
24,data scientist,,,,,,-1
25,data scientist,,,,,,-1
26,data scientist,,,,,,-1
27,data scientist,,,,,,-1
28,data scientist,,,,,,-1
29,data scientist,,,,,,-1
30,data scientist,,,,,,-1
31,machine learning engineer,data scientist,koch business solutions asia pacific pte. ltd.,"shiny,a/b testing,r,streamlit,python",full time,bengaluru,4
32,machine learning engineer,senior data scientist,atkins,,full time,mumbai,11
33,machine learning engineer,,,,,,-1
34,machine learning engineer,,,,,,-1
35,machine learning engineer,,,,,,-1
36,machine learning engineer,,,,,,-1
37,machine learning engineer,,,,,,-1
38,machine learning engineer,,,,,,-1
39,machine learning engineer,,,,,,-1
40,machine learning engineer,,,,,,-1
41,machine learning engineer,,,,,,-1
42,machine learning engineer,,,,,,-1
43,machine learning engineer,,,,,,-1
44,machine learning engineer,,,,,,-1
45,machine learning engineer,,,,,,-1
