key,job_role,job_title,company_name,skills,job_type,location,experience
1,data engineer,data engineer,synechron technologies private limited,,full time,"mumbai,chennai",7
2,data engineer,data engineer,synechron technologies private limited,,full time,"bengaluru,pune",7
3,data engineer,data engineer,happy square outsourcing services private limited,"aws data services,sql,aws,python,sql",full time,bengaluru,4
4,data engineer,data engineer,supro info solutions private limited,"sql,etl",full time,hyderabad,6
5,data engineer,sr azure data engineer,happy square outsourcing services private limited,"azure,azure data,azure cloud",full time,mumbai,7
6,data engineer,sr data engineer,ethiraj associates private limited,"abinitio graphs,abinitio",full time,bengaluru,4
7,data engineer,aws data engineer,maverick edutech private limited,"spark,redshift,s3",full time,hyderabad,6
8,data engineer,ai data engineer,hnm solutions,"artificial intelligence,sql,python","contract job,part time","bengaluru,chennai",7
9,data engineer,data engineer- obiee,ltimindtree limited,"business intelligence,obiee,data warehouse",full time,"mumbai,bengaluru",5
10,data engineer,ai data engineer,hnm solutions,artificial intelligence,full time,"chennai,delhi",8
11,data engineer,data engineer,supro info solutions private limited,"data bricks,sql,etl,python",full time,gurugram,6
12,data engineer,data engineer,yellow umbrella group,"data-engineer,data-engineering",full time,"bengaluru,chennai",4
13,data engineer,data engineer,krishna enterprises,"sql,data mining,data extraction","full time,work from home",,9
14,data engineer,data engineer,id4 consultancy private limited,"glue,terabytes,aws,python,sql,emr",full time,pune,8
15,data engineer,data engineer - oacs,ltimindtree limited,"oacs,oac,oas,obiee",full time,mumbai,5
16,data engineer,principal data engineer - r01532331,brillio,"flink,java,kafka,kubernetes,redis,database",full time,bengaluru,6
17,data engineer,senior data engineer,oracle,"mathematical,statistical,communication",full time,bengaluru,1
18,data engineer,"data engineer, global analytics",concentrix,"documentation,communication,presentation",full time,bengaluru,6
19,data engineer,lead consultant data engineer,genpact,"snowflake,airflow,dbt,sql,aws,python",full time,bengaluru,1
20,data engineer,"vice president, data engineer â etl architecture",blackrock,"snowpark,dbt,snowflake,pyspark,kafka",full time,gurugram,6
21,data engineer,data engineer,ericsson,"bigquery,gcp,postgresql,scala,java scripts",full time,,11
22,data engineer,data engineer,mastek,"snowflake,planning,ci/cd pipeline,etl/elt pipelines",full time,chennai,3
23,data engineer,"associate, senior gcp data engineer",deutsche bank,"access control,python,sql,data governance",full time,bengaluru,6
24,data engineer,data engineer - r01534192,brillio,"event hub,aks,synapse,adb,adf,power bi",full time,pune,9
25,data engineer,senior data engineer,cgi,"data pipeline etl,data modelling & design",full time,bengaluru,1
26,data engineer,ai + data engineer,movate,"azure synapse analytics,azure sql database",full time,chennai,7
27,data engineer,senior data engineer,altimetrik,"big query,airflow,data processing,data flow",full time,chennai,6
28,data engineer,"associate, senior gcp data engineer",deutsche bank,"esg risk,csrd,regulatory reporting,cloud sql",full time,bengaluru,6
29,data engineer,"associate, senior gcp data engineer",deutsche bank,"access control,python,sql,data governance",full time,bengaluru,6
30,data engineer,"vice president, data engineer â etl architecture",blackrock,"snowpark,dbt,snowflake,pyspark,kafka",full time,gurugram,6
31,data engineer,senior data engineer,oracle,"mathematical,statistical,communication",full time,bengaluru,1
32,data engineer,data engineer,deutsche bank,"github actions,vertex ai,cloud composer",full time,pune,1
33,data engineer,"associate, senior gcp data engineer",deutsche bank,"esg risk,csrd,regulatory reporting,cloud sql",full time,bengaluru,6
34,data engineer,data engineer senior consultant,capgemini,"amazon athena,amazon elasticsearch service",full time,bengaluru,5
35,data engineer,data engineer,ericsson,"bigquery,gcp,postgresql,scala,java scripts",full time,,11
36,data engineer,senior data engineer,aspire systems,"airflow,dagster,dbt,singlestore db,oracle sql",full time,chennai,9
37,data engineer,"data engineer, global analytics",concentrix,"visualisation,data modelling",full time,bengaluru,6
38,data engineer,gcp data engineer | 6 to 12 years | pan india,capgemini,"composer,gcs,java,bigquery,gcp",full time,kolkata,3
39,data engineer,azure data engineer,birlasoft,"azure hdinsight,azure synapse analytics,hadoop",full time,,1
40,data engineer,"senior data engineer- (aws, snowflake) - hyderabad",salesforce,"snowflake,ci/cd,marketing,jenkins,data visualization",full time,hyderabad,8
41,data engineer,"associate, data engineer",blackrock,"big query,airflow,great expectations,object-oriented design patterns",full time,gurugram,2
42,data engineer,"associate, senior gcp data engineer",deutsche bank,"esg risk,csrd,regulatory reporting,cloud sql",full time,bengaluru,6
43,data engineer,data engineer ii,honeywell,"snowflake,gpt,tensorflow,hadoop,bit bucket",full time,bengaluru,3
44,data engineer,data engineer ii,honeywell,"data modelling,machine learning,hadoop",full time,bengaluru,3
45,data engineer,senior data engineer,nissan motor corporation,"snowflake,mdm,no-sql,glue,tableau",full time,thiruvananthapuram,7
46,data engineer,data engineer,barclays,"problem,stakeholder management,business intelligence",full time,pune,1
47,data engineer,data engineer,hcltech,"data flow compute,bigtable,cloudsql",full time,,1
48,data engineer,azure data engineer,birlasoft,"azure databricks,etl,data modeling,azure cloud services",full time,bengaluru,1
49,data engineer,biu:data engineer cards regulatory reporting,axis bank,"triad,wtms,unix,blaze,cobol,sql",full time,chennai,5
50,data engineer,"life sciences analytics, data engineer, business analyst",genpact,"kpis,alteryx,rdbms,scala,data modeling",full time,bengaluru,1
51,data engineer,"data engineer, global analytics",concentrix,"visualisation,data modelling",full time,bengaluru,6
52,data engineer,data engineer iii,walmart global tech india,"airflow,streaming data,automic,multi-hop architecture",full time,chennai,1
53,data engineer,biu:data engineer-personalization coe,axis bank,"triad,wtms,unix,blaze,cobol,sql",full time,bengaluru,5
54,data engineer,data engineer,barclays,"stakeholder management,business intelligence",full time,pune,1
55,data engineer,"data engineer(witt/data stratergy-tdh,spark,etl) -- data division",bnp paribas,"ai,dataops,data storage model,serena",full time,chennai,11
56,data engineer,automation - data engineer,barclays,"lake formation,cloudtrail,glue,athena",full time,pune,1
57,data engineer,"life sciences analytics, data engineer, business analyst",genpact,"cloud platforms,stored procedures,analytical skills",full time,bengaluru,1
58,data engineer,data engineer(witt/data stratergy-tester),bnp paribas,"ba,sap boxi,dsr,regression,rca,wealth management",full time,chennai,8
59,data engineer,data engineer,hcltech,"dwh,sql,etl,sdlc",full time,hyderabad,6
60,data engineer,(ind) data engineer iii,walmart global tech india,"airflow,lambda architecture,streaming data",full time,bengaluru,4
61,data engineer,advisory- management- pyspark data engineer assistant manager,kpmg india,"business,environment,industry-focused",full time,pune,1
62,data engineer,data engineer iii,walmart global tech india,"multi-hop architecture,streaming data,orchestration tools",full time,bengaluru,3
63,data engineer,data engineer,telus international india,"sql/plsql,r,data warehouse,python,machine learning",full time,,4
64,data engineer,data engineer iii,walmart global tech india,"airflow,streaming data,automic,multi-hop architecture",full time,chennai,1
65,data engineer,data engineer,harman international,"real-time data ingestion,flow of data,prototypes",full time,bengaluru,1
66,data engineer,data engineer / analytics developer,maersk global service centres india private limited,"panda,tableau tools,github actions,ci/cd",full time,bengaluru,6
67,data engineer,data engineer ii,honeywell,"mentoring ability,gpt,analytical skills,agile development methodology",full time,bengaluru,3
68,data engineer,data engineer/analytics developer,maersk global service centres india private limited,"panda,tableau tools,ci/cd,yaml,hadoop",full time,bengaluru,6
69,data engineer,data engineer/analytics developer,maersk global service centres india private limited,"panda,tableau tools,github actions,ci/cd",full time,bengaluru,6
70,data engineer,data engineer,coders brain technology private limited,"data stream,aws,java",full time,"hyderabad,bengaluru",7
71,data engineer,senior data engineer,hyper think systems private limited,"azure datafactory,synapse,data validation","contract job,part time",,13
72,data engineer,data engineer,mindpower hr solutions,"teradata,scala,java,hadoop,spark",full time,bengaluru,7
73,data engineer,ai data engineer,hnm solutions,"azure services,cloud,sql,python,databricks",full time,chennai,9
74,data engineer,data engineer with python and snowflake,coders brain technology private limited,"snowflake,""aws cloud"",python,etl",full time,"bengaluru,pune",8
75,data engineer,ai data engineer,hnm solutions,"data bricks,azure services",full time,chennai,5
76,data engineer,data engineer,cognizant,"snowflake,dbt,relational databases,python",full time,hyderabad,10
77,data engineer,senior data engineer,oracle,"mathematical,statistical,communication",full time,bengaluru,1
78,data engineer,hiring big data engineer,epam systems india private limited,"""big data"",spark,scala,aws,sql",full time,,6
79,data engineer,data engineer,icloudlogic india private limited,,full time,hyderabad,4
80,data engineer,principal consultant-senior azure cloud data engineer,genpact,"snowflake,sqlwarehouse,blob,azure",full time,chennai,1
