key,job_role,job_title,company_name,skills,job_type,location,experience
1,data engineer,azure data engineer,tata consultancy services limited,"data bricks,azure,azure data factory",full time,bengaluru,7
2,data engineer,data engineer,mindpower hr solutions,"teradata,scala,java,hadoop,spark",full time,bengaluru,7
3,data engineer,data engineer,evoluteiq solutions private limited,"data processing,java,core java,hibernate",full time,bengaluru,7
4,data engineer,hiring big data engineer,epam systems india private limited,"""big data"",spark,scala,aws,sql",full time,,6
5,data engineer,data engineer,coders brain technology private limited,"data stream,aws,java",full time,"bengaluru,hyderabad",7
6,data engineer,sr big data software engineer,mindpower hr solutions,spark,full time,bengaluru,10
7,data engineer,aws data engineer,anisan soft tech solutions private limited,"ci/cd,aws",full time,hyderabad,10
8,data engineer,ai data engineer,hnm solutions,"azure services,cloud,sql,python,databricks",full time,chennai,9
9,data engineer,ai data engineer,hnm solutions,"data bricks,azure services",full time,chennai,5
10,data engineer,senior data engineer,hyper think systems private limited,"azure datafactory,synapse,data validation","contract job,part time",,13
11,data engineer,big data engineer / apache spark,maneva consulting private limited,"junit,sdlc,git,jira",full time,"bengaluru,hyderabad",9
12,data engineer,data engineer,icloudlogic india private limited,,full time,hyderabad,4
13,data engineer,data science engineer,innovatz global llc,"dl,panda,data science,ml,nlp,numpy","contract job,part time","bengaluru,hyderabad",10
14,data engineer,aws data engineer,maverick edutech private limited,"spark,redshift,s3",full time,hyderabad,6
15,data engineer,data engineer - gcp,maneva consulting private limited,"big query,cloud composer,data fusion",full time,"bengaluru,hyderabad",9
16,data engineer,"engineer ii, data engineering",harman international,"langchain,data pipelines,llms,machine learning frameworks",full time,bengaluru,5
17,data engineer,data engineer,birlasoft,"synapse,adf,pyspark,databricks",full time,pune,1
18,data engineer,lighthouse- gcp data engineer -consultant,kpmg,"local laws,industry-focused,rapid,national and international clients",full time,bengaluru,1
19,data engineer,data engineer,s&p global market intelligence,"maven builds,jms queue,dynamo,glue",full time,,7
20,data engineer,"big data engineer (python, kafka, spark)",netapp,"druid,hdfs,big data,sql,java",full time,bengaluru,6
21,data engineer,engineer - data engineering,altimetrik,"new systems,charts,bi systems,row-level security",full time,hyderabad,0
22,data engineer,"big data engineer (python, spark, kafka)",netapp,"druid,hdfs,big data,sql,java",full time,bengaluru,6
23,data engineer,staff engineer - data engineering,altimetrik,"salesforce sales cloud,safe,salesforce data cloud",full time,chennai,4
