key,job_role,job_title,company_name,skills,job_type,location,experience
1,Data Engineer,Data Engineer | 6 to 9 Years | Chennai,Capgemini,"Data Analysis,Project Management,Python",Full time,"Chennai, India",0-2 Years
2,Data Engineer,"Senior Data Engineer, YouTube",Google,"data integrations,business intelligence,machine learning models",Full time,"Bengaluru / Bangalore, India",8-10 Years
3,Data Engineer,"Principal Consultant, Senior Snowflake Data Engineer",Genpact,"snowflake,AWS,Etl,Python,Data Warehousing",Full time,"Hyderabad / Secunderabad, Telangana",5-10 Years
4,Data Engineer,Cloud Data Engineer,Google,"IaC,SparkML,Java,Machine Learning,CSS",Full time,"Pune, India",0-2 Years
5,Data Engineer,Principal Consultant-Senior Snowflake Data Engineer,Genpact,"snowflake,AWS,Etl,Python,Data Warehousing",Full time,Pune,5-10 Years
6,Data Engineer,senior data engineer.,Randstad,"data pipelining,R,Relational Databases",Full time,"Hyderabad / Secunderabad, Telangana",0-2 Years
7,Data Engineer,"Data Engineer, Analytics and Data Science, YouTube",Google,"structured thinking skills,distributed data platforms",Full time,"Bengaluru / Bangalore, India",1-3 Years
8,Data Engineer,Principal Consultant-Senior Snowflake Data Engineer,Genpact,"snowflake,AWS,Etl,Python,Data Warehousing",Full time,"Gurugram, Gurgaon / Gurugram",5-10 Years
9,Data Engineer,Principal Consultant- Senior Snowflake Data Engineer,Genpact,"snowflake,AWS,Etl,Python,Data Warehousing",Full time,"Hyderabad / Secunderabad, Telangana",5-10 Years
10,Data Engineer,senior data engineer.,Randstad,"data pipelining,R,Relational Databases",Full time,"Hyderabad / Secunderabad, Telangana",0-2 Years
11,Data Engineer,Associate Data Engineer,Maersk Global Service Centres India Private Limited,"data-driven products,Maintainability,data pipelines",Full time,"Bengaluru / Bangalore, India",2-4 Years
12,Data Engineer,Principal Consultant- Senior Snowflake Data Engineer,Genpact,"snowflake,AWS,Etl,Python,Data Warehousing",Full time,"Hyderabad / Secunderabad, Telangana",5-10 Years
13,Data Engineer,Principal Consultant - Tech Lead Data Engineer,Genpact,"snowflake,Athena,Spark Structured Streaming",Full time,Bengaluru / Bangalore,0-2 Years
14,Data Engineer,Senior Data Engineer-Vice President,BlackRock,"database system internals,snowflake,Java",Full time,"Gurgaon / Gurugram, India",0-2 Years
15,Data Engineer,senior data engineer.,Randstad,"data pipelining,R,Relational Databases",Full time,"Hyderabad / Secunderabad, Telangana",0-2 Years
16,Data Engineer,"SENIOR DATA ENGINEER - AZURE DATABRICKS, SQL, PYTHON",Coforge,"generative AI techniques,OpenAI Codex,Spark",Full time,India,5-7 Years
17,Data Engineer,Data Engineer,360 Cloud Solution Private Limited,"Airflow,snowflake,Databricks,Spark,Scala",Full time,"Hyderabad / Secunderabad, Telangana",4-10 Years
18,Data Engineer,Sr. Data Engineer,Jitendra Laxmandas Chandwani (Proprietor of Lns Infotech),Sr Data Engineer,Full time,"Hyderabad / Secunderabad, Telangana, Pune",5-7 Years
19,Data Engineer,Data Engineer,HNM Solutions,"Data Engineer,Apache Nifi,PostgreSQL,Spark",Full time,"Hyderabad / Secunderabad, Telangana",8-9 Years
20,Data Engineer,Data Engineer Ab Initio,Brain Management Consultants India Private Limited,"Data Engineer,Ab Initio,Abinitio","Jobs for Women, Full time","Bengaluru / Bangalore, Gurgaon / Gurugram",3-10 Years
21,Data Engineer,Senior Data Engineer (offshore) (offshore) (Job Code : J47769),Sampoorna Consultants Private Limited,SQL AND Python AND Spark AND (Dagster OR Airflow OR Air flow OR Air-flow),Full time,"Mumbai, Mumbai City, Navi Mumbai, Thane",3-8 Years
22,Data Engineer,Lead Data Engineer,Thomson Reuters,"R,Salesforce.com,Alteryx,Power Bi,Scala",Full time,"Hyderabad / Secunderabad, Telangana, India",10-15 Years
23,Data Engineer,Python Data Engineer,Jitendra Laxmandas Chandwani (Proprietor of Lns Infotech),"Python Data Engineer,Python,Pandas,Data Visualization",Full time,"Gurgaon / Gurugram, Pune",5-8 Years
24,Data Engineer,Data Engineer,Mindpower HR Solutions,"Hadoop,Data Engineer,Spark,Scala,Gcp",Full time,Bengaluru / Bangalore,8-13 Years
25,Data Engineer,Lead Data Engineer (offshore) (Job Code : J47768),Sampoorna Consultants Private Limited,SQL AND Python AND Spark AND (Dagster OR Airflow OR Air flow OR Air-flow),Full time,"Mumbai, Mumbai City, Navi Mumbai, Thane",3-8 Years
26,Data Engineer,"(IND) STAFF, DATA ENGINEER",Walmart Global Tech India,"Airflow,distributed databases,lambda Architecture",Full time,"Bengaluru / Bangalore, India",4-10 Years
27,Data Engineer,Data Science | Data Scientist | Data Engineer | Data Analyst (Salary: 8 LPA to 20 LPA),Sun HR Consultancy,"Data Analysis,Data Analyst,Freshers,Business Analyst",Full time,Chennai,Fresher
28,Data Engineer,DATA ENGINEER III,Walmart Global Tech India,"Airflow,BiqQuery,metadata driven development",Full time,"Bengaluru / Bangalore, India",3-6 Years
29,Data Engineer,Assistant Manager - GCP Data Engineer,KPMG India,"Data Proc,Pub Sub,snowflake,Data Flow",Full time,"Bengaluru / Bangalore, India",0-2 Years
30,Data Engineer,Data Engineer,Career Foresight Hr Solutions Llp,Data Engineer,Full time,Cochin / Kochi / Ernakulam,6-10 Years
31,Data Engineer,Cloud Data Engineer,Company name confidential,"Dynamo,Sql,Nosql,AWS",Full time,Bengaluru / Bangalore,3-13 Years
32,Data Engineer,Data Engineer |Contractual | Permanent WFH/ Remote,WovV Technologies (Division of Techno compass consulting Pvt Ltd),"dbt,snowflake,data integration practices","Work From Home, Full time","Chennai, Mumbai",5-8 Years
33,Data Engineer,Data Engineer,360 Cloud Solution Private Limited,"Airflow,snowflake,Databricks,Spark,Scala",Full time,"Hyderabad / Secunderabad, Telangana",4-10 Years
34,Data Engineer,Data Engineer,Company name confidential,"Data pipeline design,Java,Nosql,Hadoop",Full time,Bengaluru / Bangalore,4-10 Years
35,Data Engineer,Data Engineer - ETL/Data Warehouse,NTT Data,"data pipelines,data quality management solutions",Full time,"Bengaluru / Bangalore, India",5-7 Years
36,Data Engineer,Principal Consultant-Senior Snowflake Data Engineer,Genpact,"snowflake,AWS,Etl,Python,Data Warehousing",Full time,"Hyderabad / Secunderabad, Telangana",5-10 Years
37,Data Engineer,Principal Consultant-Senior Snowflake Data Engineer,Genpact,"snowflake,AWS,Etl,Python,Data Warehousing",Full time,Noida,5-10 Years
38,Data Engineer,Principal Consultant-Senior Snowflake Data Engineer,Genpact,"snowflake,AWS,Etl,Python,Data Warehousing",Full time,Pune,5-10 Years
39,Data Engineer,Data Engineer,NTT Data,"Airflow,Cloud Platforms,quality engineering",Full time,"Hyderabad / Secunderabad, Telangana, India",5-7 Years
40,Data Engineer,Principal Consultant -Data Engineer,Genpact,"snowflake,Sql,Nodejs,Nestjs,Reactjs",Full time,Bengaluru / Bangalore,0-2 Years
41,Data Engineer,Principal Consultant-Senior Snowflake Data Engineer,Genpact,"snowflake,AWS,Etl,Python,Data Warehousing",Full time,Pune,5-10 Years
42,Data Engineer,Principal Consultant-Senior Snowflake Data Engineer,Genpact,"snowflake,AWS,Etl,Python,Data Warehousing",Full time,Noida,5-10 Years
43,Data Engineer,"BIG DATA ENGINEER (AWS, Spark, Scala)",Coforge,"Airflow,No-SQL,Flink,EKS,Kylo,Glue",Full time,"Hyderabad / Secunderabad, Telangana, India",4-10 Years
44,Data Engineer,"Data Engineer, AVP",Deutsche Bank,"B2B tools,BI & Analytic Tools,Oracle,Shell scripting",Full time,"Pune, India",10-12 Years
45,Data Engineer,Principal Consultant-Senior Snowflake Data Engineer,Genpact,"snowflake,AWS,Etl,Python,Data Warehousing",Full time,Bengaluru / Bangalore,5-10 Years
46,Data Engineer,Senior Engineer - Software Development-Data Engineer,Genpact,"snowflake,dbt,DQ/DV,cdc,SCD,Etl",Full time,"Gurugram, Gurgaon / Gurugram",0-2 Years
47,Data Engineer,Senior Engineer - Software Development- Data Engineer,Genpact,"snowflake,dbt,DQ/DV,cdc,SCD,Etl",Full time,"Gurugram, Gurgaon / Gurugram",0-2 Years
48,Data Engineer,Principal Consultant-Senior Snowflake Data Engineer,Genpact,"snowflake,AWS,Etl,Python,Data Warehousing",Full time,Chennai,5-10 Years
49,Data Engineer,"Associate, Data Engineer",BlackRock,"Big Query,Airflow,Great Expectations,Gitlab CI",Full time,"Gurgaon / Gurugram, India",0-5 Years
50,Data Engineer,Senior Data Engineer - India,Globant,"Airflow,Aurora,Key Vault Azure,peer reviews",Full time,"Pune, India",4-10 Years
51,Data Engineer,Associate - Data Engineer,BlackRock,"Big Query,Airflow,Great Expectations,Gitlab CI",Full time,"Gurgaon / Gurugram, India",0-5 Years
52,Data Engineer,Principal Consultant-Senior Snowflake Data Engineer,Genpact,"snowflake,AWS,Etl,Python,Data Warehousing",Full time,Pune,5-10 Years
