key,job_role,job_title,company_name,skills,job_type,location,experience
1,Data Analyst,Technical Data Analyst,Airbus pioneers,"Aircraft,Aeronautics,Project Management",Full time,"Bengaluru / Bangalore, India",1-5 Years
2,Data Analyst,Senior Data Science analyst,Kay HR Solutions,Data Scientist,Full time,Mohali,5-8 Years
3,Data Analyst,Data Analyst Required,Roundworld Immigration Private Limited,"Data Analyst,Reporting Analyst,MIS Analyst","International, Full time",Canada,2-7 Years
4,Data Analyst,"Senior Associate, Data Management Analyst",Bank of New York,"data entity analysis,logical and relational database design",Full time,"Pune, India",4-6 Years
5,Data Analyst,data analyst,Happy Square Outsourcing Services Private Limited,"Sql,Xml,Javascript,Excel",Full time,Mumbai,2-8 Years
6,Data Analyst,Data Analyst (Data Steward),Blazeclan Technologies,"Analytics,Data Analysis,Compliance Regulations",Full time,"Pune, India",4-6 Years
7,Data Analyst,Technical Data Analyst,Airbus pioneers,"Aircraft,Aeronautics,Project Management",Full time,"Bengaluru / Bangalore, India",1-5 Years
8,Data Analyst,Training Program for Data Analyst.,Nics Technology,"Data Analyst,Data Analysis,Data Analytics",Full time,Noida,Fresher
9,Data Analyst,DATA ANALYST INTERNSHIP AT PUNE,Maxgen Technologies Private Limited,"Internship,Live Projects,Academic Projects",Full time,"Pune, Jalgaon",Fresher
10,Data Analyst,Tech Data Analyst,Airbus pioneers,"Aircraft,Aeronautics,Project Management",Full time,"Bengaluru / Bangalore, India",1-5 Years
11,Data Analyst,Lead - Business Systems Analyst-Big Data,MetLife,"Data Fabric,Data Lineage,data classification",Full time,"Hyderabad / Secunderabad, Telangana, India",7-12 Years
12,Data Analyst,EA_TSD-Power & Utilities Sector_Operational Technology Data Analyst_Senior,Ernst & Young,"Control Systems,ADMS,Ot,DERMS,OMS",Full time,"Bengaluru / Bangalore, India",6-10 Years
13,Data Analyst,Data Analyst,CGI Information Systems and Management Consultants Private Limited,"Data Analyst,SQL Server,SSIS,Ssrs,Power Bi",Full time,Bengaluru / Bangalore,5-8 Years
14,Data Analyst,Data Analyst,Happy Square Outsourcing Services Private Limited,"Sql,Xml,Javascript,Excel",Full time,Mumbai,1-3 Years
15,Data Analyst,Lead Business System Analyst-Big Data,Metlife,"data marts,data fabric,data stores,data lakes",Full time,"Hyderabad / Secunderabad, Telangana, India",7-12 Years
16,Data Analyst,Logistics Data Analyst,Rotork Instruments,"Analytical Skills,Transportation,Logistics",Full time,"Chennai, India",2-4 Years
17,Data Analyst,Sr Data Analyst,Onemagnify,"Program Analytics,Interpersonal Skills,moral",Full time,"Chennai, India",5-7 Years
18,Data Analyst,Logistics Data Analyst,Rotork,"Transportation,Logistics,Manufacturing",Full time,"Chennai, India",2-4 Years
19,Data Analyst,Senior Data Analyst,Zynga,"Statistics,Experimental Design,Deep Learning",Full time,"Bengaluru / Bangalore, India",7-9 Years
20,Data Analyst,Assistant Manager || Data Analyst,Lenskart.com,"team-work,database designs,product based organization",Full time,"Gurgaon / Gurugram, India",2-5 Years
21,Data Analyst,Technical Survey Data Analyst,Nielsen,"Stats,recursion,Interpersonal Skills,Quantum",Full time,"Indi, Mumbai",2-4 Years
22,Data Analyst,Junior Data Analyst,SNS SQUARE CONSULTANCY SERVICES PVT LTD,"Data Analysis,Interpersonal Skills,Problem Solving",Full time,"Coimbatore, India",0-2 Years
