key,job_role,job_title,company_name,skills,job_type,location,experience
1,Data Engineer,Lead Consultant-Senior Data Engineer,Genpact,"AWS/Azure,snowflake,ETL concepts,Data Warehousing Concepts",Full time,Chennai,0-2 Years
2,Data Engineer,Principal Data Engineer,Siemens,"snowflake,Athena,Glue,Java,Sql,ELT",Full time,"Noida, India",5-7 Years
3,Data Engineer,Data Engineer,Datamatics Global Services Limited,"R,Data Engineer,Sql,Python,Cloud AWS",Full time,Remote,5-10 Years
4,Data Engineer,Data Engineer,NTT Data,"Financial Services,annuity,Life Insurance",Full time,"Bengaluru / Bangalore, India",3-5 Years
5,Data Engineer,Sr Data Engineer,Honeywell,"GPT,Nosql,Tensorflow,Hadoop,Bit Bucket",Full time,"Bengaluru / Bangalore, India",5-7 Years
6,Data Engineer,AVP - Data Engineer,Deutsche Bank,"Data Analysis,Tableau,Data Modelling,Alteryx",Full time,"Bengaluru / Bangalore, India",10-12 Years
7,Data Engineer,Sr Data Engineer,NCR Corporation,"Data Analysis,streaming analytics,agile development principles",Full time,"Hyderabad / Secunderabad, Telangana, India",4-8 Years
8,Data Engineer,Senior Data Engineer,Maersk Global Service Centres India Private Limited,"orc,Cleansing,analysing large datasets",Full time,"Bengaluru / Bangalore, India",5-8 Years
9,Data Engineer,Azure Data Engineer,Company name confidential,"Azure,Data Engineer,Adf,Etl,Azure Data","Contract Job, Part time",Remote,10-20 Years
10,Data Engineer,Data Engineer,Synechron Technologies Private Limited,Data Engineer,Full time,"Chennai, Mumbai",5-10 Years
11,Data Engineer,Data Engineer,LTIMindtree Limited,"Data Replication,Oracle Golden Gate",Full time,"Bhubaneswar, Jaipur",3-8 Years
12,Data Engineer,Data Engineer,Synechron Technologies Private Limited,Data Engineer,Full time,"Bengaluru / Bangalore, Pune",5-10 Years
13,Data Engineer,Data Engineer,LTIMindtree Limited,"Data Replication,Oracle Golden Gate",Full time,"Indore, Nagpur",3-8 Years
14,Data Engineer,Data Engineer,LTIMindtree Limited,"Data Replication,Oracle Golden Gate",Full time,"Mumbai, Pune",3-8 Years
15,Data Engineer,Data Engineer,LTIMindtree Limited,"Data Replication,Oracle Golden Gate",Full time,"Chennai, Delhi",3-8 Years
16,Data Engineer,Data Engineer - Azure,ITC Infotech India Limited,"blob storage,power-bi,delta lake,devops pipeline",Full time,"Bengaluru / Bangalore, India",4-5 Years
17,Data Engineer,Automation - Data Engineer,Barclays,"Lake Formation,CloudTrail,Glue,Athena",Full time,Pune,0-2 Years
