key,job_role,job_title,company_name,skills,job_type,location,experience
1,Data Engineer,Lead Consultant Data Engineer,Genpact,"snowflake,Airflow,dbt,Sql,AWS,Python",Full time,"Gurugram, Gurgaon / Gurugram",0-2 Years
2,Data Engineer,Data Engineer,Narvi Placement School (OPC) Private Limited,"Data Engineer,Sql,Azure,Power Bi",Full time,"Hyderabad / Secunderabad, Telangana",4-8 Years
3,Data Engineer,Data Engineer,Career Foresight Hr Solutions Llp,Data Engineer,Full time,Cochin / Kochi / Ernakulam,6-10 Years
4,Data Engineer,Azure Data Engineer,E-Labs Infotech Private Limited,"Pyspark,Azure Synapse,Azure Data Factory",Full time,"Bengaluru / Bangalore, Chennai",5-12 Years
5,Data Engineer,Data Engineer- Azure/Snowflake,Eaton Technologies Private Limited,"snowflake,pythond,Azure Databricks,Continuous Integration",Full time,Pune,8-12 Years
6,Data Engineer,Data Engineer Azure ( Data Factory with Snowflake),Changeleaders Consulting Private Limited,"Snow Flake,Adf,Ssis,Azure,Sql",Full time,"Chennai, Noida",5-8 Years
7,Data Engineer,Data Engineer,Changeleaders Consulting Private Limited,"Pyspark,Data Factory,Data Lake,Azure Databricks",Full time,"Hyderabad / Secunderabad, Telangana, Bengaluru / Bangalore",4-5 Years
8,Data Engineer,Data Engineer - IT,Neugene International Inc,"Data Analyst,Python,Sql,Gcp,Etl",Full time,Pune,6-7 Years
9,Data Engineer,Data Engineer,Brain Management Consultants India Private Limited,"Databricks Developer,Azure Databricks","Jobs for Women, Full time","Bengaluru / Bangalore, Pune",5-7 Years
10,Data Engineer,Azure Data Engineer,IPS Vantage Tech Services Private Limited,Azure Data Bricks || Data Lake || Data Factory,Full time,"Bengaluru / Bangalore, Hyderabad / Secunderabad, Telangana",5-8 Years
11,Data Engineer,Senior Consultant- Data Engineer,Genpact,"AWS,Sql,Databricks,Python,Pyspark",Full time,"Hyderabad / Secunderabad, Telangana",0-2 Years
12,Data Engineer,Data Engineer,Talpro India Private Limited,"Java,Python,Big Data",Full time,Bengaluru / Bangalore,5-10 Years
13,Data Engineer,Python Data Engineer,Jitendra Laxmandas Chandwani (Proprietor of Lns Infotech),"Python Data Engineer,Python,Pandas,Data Visualization",Full time,"Gurgaon / Gurugram, Pune",5-8 Years
14,Data Engineer,Azure Data Engineer,Company name confidential,"Azure,Data Engineer,Adf,Etl,Azure Data","Contract Job, Part time",Remote,10-20 Years
15,Data Engineer,AWS Data Engineer,Dmaic Academy And Consultancy,"Aws,Python,Sql,Lambda",Full time,"Bengaluru / Bangalore, Pune",7-9 Years
16,Data Engineer,Manager-Senior Data Engineer,Genpact,"data visualizations,Blue State Digital,votebuilder",Full time,"Hyderabad / Secunderabad, Telangana",0-2 Years
17,Data Engineer,Data Engineer,Brain Management Consultants India Private Limited,"Databricks Developer,Azure Databricks","Jobs for Women, Full time","Bengaluru / Bangalore, Pune",5-7 Years
18,Data Engineer,Data Engineer Azure ( Data Factory with Snowflake),Changeleaders Consulting Private Limited,"Snow Flake,Adf,Ssis,Azure,Sql",Full time,"Chennai, Noida",5-8 Years
19,Data Engineer,Manager-Senior Data Engineer,Genpact,"data visualizations,Blue State Digital,votebuilder",Full time,"Hyderabad / Secunderabad, Telangana",0-2 Years
20,Data Engineer,Data Engineer,Career Foresight Hr Solutions Llp,Data Engineer,Full time,Cochin / Kochi / Ernakulam,6-10 Years
21,Data Engineer,Data Engineer,Talpro India Private Limited,"Java,Python,Big Data",Full time,Bengaluru / Bangalore,5-10 Years
22,Data Engineer,Lead Consultant- Data Engineer,Genpact,"Airflow,Databricks Delta Live Table,HDFS",Full time,Bengaluru / Bangalore,0-2 Years
23,Data Engineer,Lead Consultant- Senior Data Engineer,Genpact,"snowflake,AWS/Azure,ETL concepts,Python",Full time,Bengaluru / Bangalore,0-2 Years
24,Data Engineer,Principal Consultant Sr. Data Engineer,Genpact,"Synapse,Blob Storage,snowflake,Azure: Data Factory",Full time,Noida,0-2 Years
25,Data Engineer,Lead Consultant- Data Engineer,Genpact,"Airflow,Databricks Delta Live Table,HDFS",Full time,"Hyderabad / Secunderabad, Telangana",0-2 Years
26,Data Engineer,Data Engineer- Azure/Snowflake,Eaton Technologies Private Limited,"snowflake,pythond,Azure Databricks,Continuous Integration",Full time,Pune,8-12 Years
27,Data Engineer,Data Engineer-1,Deutsche Bank,"Data Flows,Joiner,Sequencer Generators",Full time,"Pune, India",10-15 Years
28,Data Engineer,AWS Data Engineer,Dmaic Academy And Consultancy,"Aws,Python,Sql,Lambda",Full time,"Bengaluru / Bangalore, Pune",7-9 Years
29,Data Engineer,Data Engineer - IT,Neugene International Inc,"Data Analyst,Python,Sql,Gcp,Etl",Full time,Pune,6-7 Years
30,Data Engineer,Data Engineer,Changeleaders Consulting Private Limited,"Pyspark,Data Factory,Data Lake,Azure Databricks",Full time,"Hyderabad / Secunderabad, Telangana, Bengaluru / Bangalore",4-5 Years
31,Data Engineer,Data Engineer,Jobs Malaysia - Two95 HR HUB,"Adb,Adf,Pyspark,Azure,Python,Sql",Full time,"Hyderabad / Secunderabad, Telangana, India",1-4 Years
32,Data Engineer,Data Engineer,NTT Data,"QTC,Airflow,snowflake,Informatica IICS",Full time,"Hyderabad / Secunderabad, Telangana, India",5-7 Years
