key,job_role,job_title,company_name,skills,job_type,location,experience
1,Data Engineer,Manager_ GCP Data Engineer,_VOIS,"non-functional requirements,model features",Full time,"Pune, India",6-8 Years
2,Data Engineer,Azure Data Engineer,Capgemini Technology Services India Limited,"Azure Data Engineer,Azure""",Full time,Kolkata,4-14 Years
3,Data Engineer,Principal Consultant- Lead Data Engineer,Genpact,"Pyspark,Databricks,Python,Sql,AWS",Full time,Pune,0-2 Years
4,Data Engineer,Senior Cloud Data Engineer,Deutsche Bank,"Cloud Composer,Gcp,BigQuery,Apache Spark",Full time,"Pune, India",0-2 Years
5,Data Engineer,Senior Data Engineer with Python,Thomson Reuters,"Information & Data Catalogs,Security,Metadata Repositories",Full time,"Hyderabad / Secunderabad, Telangana, India",5-7 Years
6,Data Engineer,Big Data Engineer (Lead),Infogain,"Azure Datalake,data engineering,Big Data",Full time,"Mumbai, India",11-12 Years
7,Data Engineer,"Associate, Data Engineer",BlackRock,"Big Query,Airflow,Great Expectations,Gitlab CI",Full time,"Gurgaon / Gurugram, India",5-7 Years
8,Data Engineer,Data Engineer II-SUPPORT SERVICES-CTO Head,Kotak Mahindra Bank Limited,"Airflow,Firehose,Glue,Data Processing",Full time,"Bengaluru / Bangalore, India",5-9 Years
9,Data Engineer,"Senior Data Engineer, YouTube",Google,"model features,data pipelines,data integrity",Full time,"Bengaluru / Bangalore, India",8-10 Years
10,Data Engineer,P&CRO Obsolescence Data Engineer,Alstom,"Design Mitigation,Data Handling,Obsolescence Management",Full time,India,2-3 Years
11,Data Engineer,ER - Data Engineer,Altimetrik,"Big Data,Sql,AWS,Etl,Data Warehousing",Full time,"Bengaluru / Bangalore, India",3-5 Years
12,Data Engineer,Data Engineer,Hitachi Energy,"data engineering,Microsoft Power Bi,Pyspark",Full time,"Chennai, India",5-7 Years
13,Data Engineer,Azure Data Engineer,Capgemini Technology Services India Limited,"Azure Data Engineer,Azure""",Full time,"Mumbai, Pune",4-14 Years
14,Data Engineer,Azure Data Engineer,Capgemini Technology Services India Limited,"Azure Data Engineer,Azure""",Full time,"Bengaluru / Bangalore, Chennai",4-14 Years
15,Data Engineer,Cloud Data Engineer,Deutsche Bank,"Cloud Composer,Big Query,Gcp,Apache Spark",Full time,"Pune, India",0-2 Years
16,Data Engineer,Manager_ GCP Data Engineer,Vodafone,"Design data solutions,model features,Statistical",Full time,Pune,6-8 Years
17,Data Engineer,Data Engineer,Merck,"Java,Unix,Machine Learning,Scala,Kafka",Full time,"Bengaluru / Bangalore, India",2-8 Years
18,Data Engineer,DATA ENGINEER III,Walmart,"Airflow,BiqQuery,Analytical Thinking,Communication Skills",Full time,"Bengaluru / Bangalore, India",3-6 Years
19,Data Engineer,Data Engineer III,Walmart,"Looker,Looks,Explores,Charts,Backend",Full time,"Bengaluru / Bangalore, India",0-2 Years
20,Data Engineer,MS SQL server Data Engineer,Hitachi Energy,"Collaboration,Attention To Detail,Digital Solutions",Full time,"Chennai, India",5-7 Years
21,Data Engineer,Senior Data Engineer,Adobe,"Copilot,cloud platforms,AI tools,data access",Full time,"Bengaluru / Bangalore, India",0-8 Years
22,Data Engineer,Azure Data Engineer with Databricks and PySpark,Birlasoft Limited,"Azure Data Engineer,Databricks,Pyspark",Full time,"Bengaluru / Bangalore, Noida",8-10 Years
23,Data Engineer,Data Engineer,Skanda IT Consulting Private Limited,"Odi,Oracle Data Integrator,Power Bi,Data Engineer",Full time,Chennai,4-7 Years
24,Data Engineer,Azure Data Engineer,IPS Vantage Tech Services Private Limited,"Azure Data Engineer,Adb,Py Spark,Scala",Full time,"Mumbai, Pune",6-8 Years
25,Data Engineer,Azure Data Engineer,Company name confidential,"Azure,Data Engineer,Adf,Etl,Azure Data","Contract Job, Part time",Remote,10-20 Years
26,Data Engineer,Azure Data Engineer,Birlasoft Limited,"ADLS,Azure Data,Azure,Sql",Full time,"Bengaluru / Bangalore, Hyderabad / Secunderabad, Telangana",4-7 Years
27,Data Engineer,Test Data Engineer (Data QA),Company name confidential,test data engineer,"Contract Job, Work From Home, Part time",Remote,8-18 Years
28,Data Engineer,Excellent Opportunity For Azure Data Engineer,Company name confidential,"Pyspark,Adf,Azure Data Bricks",Full time,"Bengaluru / Bangalore, Chennai",5-8 Years
29,Data Engineer,Azure Data Engineer with Databricks and PySpark,Birlasoft Limited,"Azure Data Engineer,Databricks,Pyspark",Full time,"Mumbai, Pune",8-10 Years
30,Data Engineer,GCP Data Engineer,Company name confidential,"Gcp,BigQuery,Python",Full time,"Bengaluru / Bangalore, Kolkata",7-13 Years
31,Data Engineer,Senior Principal Data Engineer,GSK India,"Architecture Design,Domain-driven Design",Full time,"Bengaluru / Bangalore, India",15-17 Years
32,Data Engineer,Data Engineer,Company name confidential,"data bricks,Data Warehousing","Work From Home, Full time",Bengaluru / Bangalore,2-4 Years
33,Data Engineer,Data Engineer Data Integration,HighPoints Technologies India Private Limited,"Cloud Computing,Distributed Systems,Data Modeling",Full time,Pune,3-5 Years
34,Data Engineer,Data Engineer,SKF India,"Agile solution development,ERP systems,Data Security",Full time,"Bengaluru / Bangalore, India",3-5 Years
35,Data Engineer,Data Engineer,Careernet,"Airflow,Data Analyst,FHIR,provider data",Full time,"Bengaluru / Bangalore, India",5-7 Years
36,Data Engineer,Data Engineer,Royal Enfield,"data encryption,Data Storage,Authorization",Full time,"Chennai, India",3-5 Years
37,Data Engineer,Lead Consultant- Data Engineer,Genpact,"Delta Lake,Databricks Workspace,Azure cloud platform",Full time,Kolkata,0-2 Years
38,Data Engineer,Data Engineer,Company name confidential,"Big Data,Etl","Work From Home, Full time",Bengaluru / Bangalore,1-5 Years
39,Data Engineer,Principal Consultant- Senior Data Engineer,Genpact,"snowflake,Spark Structured Streaming,Databricks",Full time,Bengaluru / Bangalore,0-2 Years
40,Data Engineer,Sr. Data Engineer,Atg Business Solutions Private Limited,"Python,Pyspark,Sql,AWS",Full time,"Hyderabad / Secunderabad, Telangana",6-13 Years
41,Data Engineer,GCP Data Engineer,Company name confidential,"Gcp,BigQuery,Python",Full time,"Bengaluru / Bangalore, Kolkata",7-13 Years
42,Data Engineer,Senior Software Engineer - Big Data Engineer,Skylark Hr Solutions Private Limited,"Git Hub,Apache Spark,Spark,Sql,Etl",Full time,"Chennai, Mumbai",6-9 Years
43,Data Engineer,big data Engineer,Skylark Hr Solutions Private Limited,"Scala,Spark",Full time,"Noida, Mumbai",3-9 Years
44,Data Engineer,Senior Software Engineer - Big Data Engineer,Skylark Hr Solutions Private Limited,"Pyspark,Git Hub,Cloud,Scala,Apache Spark",Full time,"Chennai, Mumbai",6-9 Years
45,Data Engineer,Asst. Manager - AWS Data Engineer,Genpact,"Athena,Glue,AWS,Sql,Etl,S3,Python",Full time,"Gurugram, Gurgaon / Gurugram",0-2 Years
