title,company,experience,salary,locations,description,industry,employment_type,skills,scraped_at
Lead Data Scientist | Fintech | 8 + years experience,Michael Page,Fresher,,"Bengaluru, India","Define organizational data science strategy\nWork in a fast paced environment with the founder\nJob Description\nAs Data Scientist, you will:. Build a state-of-the-art decisioning platform that fuels the future of fintech.\n. Leverage an entrepreneurial mindset in a well-funded early-stage start-up with a passion for solving fintech challenges\n. Data mining or extracting usable data from valuable data sources\n. Utilise ML tools to select features, create and optimize classifiers\n. Processing, cleansing, and validating the integrity of data to be used for analysis\n. Analyse large amounts of information to find patterns and solutions\n. Developing prediction systems and machine learning algorithms\n. Propose solutions and strategies to tackle business\nThe Successful Applicant\nAs a successful candidate, you should have -\n\n. A desire to build products/solutions that solve complex problems for customers and Strong desire to work in an fast moving global start-up environment\n. Exposure to Fintech Credit risk score or Fraud risk score is preferable.\n\n. Knowledge of statistical programming languages like R, Python and languages like Scala, Java, SQL is desirable.\n. Statistics - Good applied statistical skills, including knowledge of statistical tests, distributions, regression, maximum likelihood estimators, etc.\n. ML - good knowledge of machine learning methods like k-Nearest Neighbors, Naive Bayes, SVM, Decision Forests.\n. Strong Math Skills (Multivariable Calculus and Linear Algebra) - understanding the fundamentals of Multivariable Calculus and Linear Algebra is important as they form the basis of a lot of predictive performance or algorithm optimization techniques.\n. Exposure to Data Wrangling.\n. Experience with Data Visualization tools like d3.js, Tableau etc.. that help to visually encode data\n. Analvtical mind and great business sense\nWhat's on Offer\nWork in a fast paced and data driven environment.\nBeing responsible for organisation level strategic decision making.",Login to check your skill match score,Permanent Job,"R, Decision Forests, k-Nearest Neighbors, Java, Scala, Tableau, Svm, Sql, D3.Js, Naive Bayes, data wrangling, Python",2026-03-01 23:03:13
